name_nsi,price,index,environment,quality_of_living,safety,transport,services,relax,condition,area,energy_costs,provision,certificate,construction_type,orientation,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district
Trna°vka,77500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,40,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Trebia°ov
Trna°vka,79000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,40,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,0,2-room apartment,2,Trebia°ov
Trstena° na Ostrove,107900,NA,NA,NA,NA,NA,NA,NA,New building,83,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,93500,NA,NA,NA,NA,NA,NA,NA,New building,59,,,,,,,,,,,,,,,,
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,157000,NA,NA,NA,NA,NA,NA,NA,New building,128,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,149900,NA,NA,NA,NA,NA,NA,NA,New building,84,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trstena° na Ostrove,132900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Veƒæka° Paka,124999,NA,NA,NA,NA,NA,NA,NA,New building,65,140,1,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vraka∫aà,110000,NA,NA,NA,NA,NA,NA,NA,New building,56,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Dunajska° Streda
Vraka∫aà,119500,NA,NA,NA,NA,NA,NA,NA,New building,80,90,0,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vraka∫aà,160000,NA,NA,NA,NA,NA,NA,NA,New building,82,,,,,,,,,,,,,,,,
Vydrany,158000,NA,NA,NA,NA,NA,NA,NA,New building,69,100,1,none,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vydrany,149900,NA,NA,NA,NA,NA,NA,NA,New building,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vydrany,149900,NA,NA,NA,NA,NA,NA,NA,New building,73,,,,,,,,,,,,,,,,
Vydrany,149900,NA,NA,NA,NA,NA,NA,NA,New building,73,,,,,,,,,,,,,,,,
Vydrany,167500,NA,NA,NA,NA,NA,NA,NA,New building,73,,,,,,,,,,,,,,,,
Vydrany,149900,NA,NA,NA,NA,NA,NA,NA,New building,74,,,,,,,,,,,,,,,,
Vydrany,149900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vydrany,133000,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Vydrany,160000,NA,NA,NA,NA,NA,NA,NA,New building,77,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Zlatac Klasy,109000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,84,NA,1,none,NA,NA,NA,NA,5,3,1,NA,NA,0,3-room apartment,3,Dunajska° Streda
Zlatac Klasy,109990,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,87,,,,,,,,,,,,,,,,
Zlatac Klasy,97990,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,65,,,,,,,,,,,,,,,,
Zlatac Klasy,128900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,67,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,3-room apartment,3,Dunajska° Streda
Zlatac Klasy,110000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,69,200,0,NA,NA,NA,NA,NA,4,3,0,NA,1,0,3-room apartment,3,Dunajska° Streda
Zlatac Klasy,79000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Dunajska° Streda
Boda≠ky,111900,NA,NA,NA,NA,NA,NA,NA,New building,85,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
StaraΩ Tekov,96900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Levice
a†ahy,259000,8,,,,,,,,,,,,,,,,,,,,,,,,
a†ahy,57000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,72,NA,0,G,Panel,NA,NA,NA,6,6,1,NA,NA,0,3-room apartment,3,Levice
a†ahy,62000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,NA,0,G,Brick,NA,NA,NA,3,1,0,NA,NA,0,3-room apartment,3,Levice
a†ahy,46000,NA,NA,NA,NA,NA,NA,NA,Original condition,62,,,,,,,,,,,,,,,,
a†ahy,67000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,74,NA,0,none,NA,NA,1975,NA,8,8,0,NA,NA,0,3-room apartment,3,Levice
a†ahy,43500,NA,NA,NA,NA,NA,NA,NA,Original condition,53,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
a†ahy,73000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,,,,,,,,,,,,,,,,
a†ahy,55000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,61,,,,,,,,,,,,,,,,
a†ahy,59990,NA,NA,NA,NA,NA,NA,NA,Original condition,86,,,,,,,,,,,,,,,,
a†ahy,59990,NA,NA,NA,NA,NA,NA,NA,Original condition,80,,,,,,,,,,,,,,,,
a†ahy,69900,NA,NA,NA,NA,NA,NA,NA,Original condition,76,,,,,,,,,,,,,,,,
a†ahy,75000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,61,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Levice
a†ahy,54000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,61,,,,,,,,,,,,,,,,
a†ahy,63000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,55,,,,,,,,,,,,,,,,
a†ahy,58000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,55,,,,,,,,,,,,,,,,
a†ahy,79999,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,81,,,,,,,,,,,,,,,,
a†ahy,44000,NA,NA,NA,NA,NA,NA,NA,Original condition,51,,,,,,,,,,,,,,,,
a†ahy,74950,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,,,,,,,,,,,,,,,,
a†ahy,59999,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,86,,,,,,,,,,,,,,,,
a†ahy,70000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,68,,,,,,,,,,,,,,,,
a†ahy,74999,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,69,,,,,,,,,,,,,,,,
a†ahy,59900,NA,NA,NA,NA,NA,NA,NA,Original condition,86,,,,,,,,,,,,,,,,
a†ahy,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
a†ahy,63000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,56,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
Tekovskac Luaæany,43000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,51,,,,,,,,,,,,,,,,
Tlmaƒçe,43000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,35,,,,,,,,,,,,,,,,
Tlmaƒçe,62500,NA,NA,NA,NA,NA,NA,NA,Original condition,56,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,38000,NA,NA,NA,NA,NA,NA,NA,Original condition,35,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Levice
Tlmaƒçe,57900,NA,NA,NA,NA,NA,NA,NA,Original condition,62,,,,,,,,,,,,,,,,
Tlmaƒçe,63000,NA,NA,NA,NA,NA,NA,NA,Original condition,54,,,,,,,,,,,,,,,,
Tlmaƒçe,69990,NA,NA,NA,NA,NA,NA,NA,New building,40,NA,0,A,NA,NA,2022,NA,3,3,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,79000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,82,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Levice
Tlmaƒçe,67000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,52,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,73000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,73000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,73000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,65000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,55,NA,0,none,Brick,NA,NA,NA,2,2,0,NA,NA,0,2-room apartment,2,Levice
Tlmaƒçe,71000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,65,,,,,,,,,,,,,,,,
VeƒækaΩ ƒéur,67000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,82,NA,1,none,NA,NA,NA,NA,NA,1,0,1,NA,0,4-room apartment,4,Levice
aΩeliezovce,75000,NA,NA,NA,NA,NA,NA,NA,Original condition,81,NA,0,none,Panel,NA,NA,NA,NA,1,0,1,NA,0,4-room apartment,4,Levice
aΩeliezovce,92500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,64,NA,1,NA,NA,NA,NA,2021,NA,2,0,NA,1,0,3-room apartment,3,Levice
aΩeliezovce,69900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,66,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Levice
aΩeliezovce,94000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,77,,,,,,,,,,,,,,,,
aΩeliezovce,70000,NA,NA,NA,NA,NA,NA,NA,Original condition,61,NA,0,none,NA,NA,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Levice
Malac Kozma°lovce,83000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,76,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Levice
Malac Kozma°lovce,93000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,76,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,2-room apartment,2,Levice
DunajskaΩ Kla°tov,142000,NA,NA,NA,NA,NA,NA,NA,New building,82,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
DunajskaΩ Kla°tov,142000,NA,NA,NA,NA,NA,NA,NA,New building,82,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Dunajska° Streda
Trhova° Hradska°,144200,NA,NA,NA,NA,NA,NA,NA,New building,67,,,,,,,,,,,,,,,,
Veƒækac Dvorna≠ky,75223,NA,NA,NA,NA,NA,NA,NA,New building,41,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Dunajska° Streda
Veƒækac Dvorna≠ky,107012,NA,NA,NA,NA,NA,NA,NA,New building,58,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Dunajska° Streda
Veƒækac Dvorna≠ky,99963,NA,NA,NA,NA,NA,NA,NA,New building,55,,,,,,,,,,,,,,,,
Veƒækac Dvorna≠ky,124734,NA,NA,NA,NA,NA,NA,NA,New building,61,,,,,,,,,,,,,,,,
Veƒækac Dvorna≠ky,87090,NA,NA,NA,NA,NA,NA,NA,New building,33,,,,,,,,,,,,,,,,
ƒåenkovce,85500,NA,NA,NA,NA,NA,NA,NA,New building,39,,,,,,,,,,,,,,,,
ƒåenkovce,116500,NA,NA,NA,NA,NA,NA,NA,New building,62,,,,,,,,,,,,,,,,
Galanta,115000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,73,,,,,,,,,,,,,,,,
Galanta,112300,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,81,,,,,,,,,,,,,,,,
Galanta,73500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,40,,,,,,,,,,,,,,,,
Galanta,110000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,50,NA,0,C,NA,NA,NA,NA,12,8,1,NA,NA,0,2-room apartment,2,Galanta
Galanta,84999,NA,NA,NA,NA,NA,NA,NA,Original condition,50,150,0,none,NA,NA,1980,NA,6,1,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,79900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,33,NA,0,NA,NA,NA,NA,2023,7,6,1,NA,NA,0,1-room apartment,1,Galanta
Galanta,127000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,67,220,0,NA,NA,NA,NA,NA,1,3,1,1,NA,0,3-room apartment,3,Galanta
Galanta,200310,NA,NA,NA,NA,NA,NA,NA,New building,103,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,123940,NA,NA,NA,NA,NA,NA,NA,New building,87,NA,0,NA,Brick,NA,NA,NA,3,2,0,2,NA,0,3-room apartment,3,Galanta
Galanta,130000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,65,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,119285,NA,NA,NA,NA,NA,NA,NA,New building,56,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,218670,NA,NA,NA,NA,NA,NA,NA,New building,99,,,,,,,,,,,,,,,,
Galanta,114990,NA,NA,NA,NA,NA,NA,NA,New building,55,,,,,,,,,,,,,,,,
Galanta,84677,NA,NA,NA,NA,NA,NA,NA,New building,44,,,,,,,,,,,,,,,,
Galanta,111814,NA,NA,NA,NA,NA,NA,NA,New building,59,,,,,,,,,,,,,,,,
Galanta,156464,NA,NA,NA,NA,NA,NA,NA,New building,64,,,,,,,,,,,,,,,,
Galanta,139900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,65,252,0,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,117000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,67,NA,0,none,NA,NA,1985,NA,9,5,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,164900,NA,NA,NA,NA,NA,NA,NA,New building,68,NA,0,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,122000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,73,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,152900,NA,NA,NA,NA,NA,NA,NA,Under construction,75,,,,,,,,,,,,,,,,
Galanta,114990,NA,NA,NA,NA,NA,NA,NA,Under construction,57,,,,,,,,,,,,,,,,
Galanta,99000,NA,NA,NA,NA,NA,NA,NA,Original condition,60,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,93000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,65,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,139900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,65,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,73000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,38,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Galanta
Galanta,65000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,32,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Galanta
Galanta,187000,NA,NA,NA,NA,NA,NA,NA,New building,100,,,,,,,,,,,,,,,,
Galanta,74000,NA,NA,NA,NA,NA,NA,NA,Original condition,35,,,,,,,,,,,,,,,,
Galanta,113000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,48,NA,0,NA,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,109900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,70,NA,1,NA,NA,NA,NA,NA,5,1,1,1,NA,0,3-room apartment,3,Galanta
Galanta,111814,NA,NA,NA,NA,NA,NA,NA,Under construction,59,,,,,,,,,,,,,,,,
Galanta,84677,NA,NA,NA,NA,NA,NA,NA,Under construction,39,,,,,,,,,,,,,,,,
Galanta,139000,NA,NA,NA,NA,NA,NA,NA,New building,71,,,,,,,,,,,,,,,,
Galanta,164900,NA,NA,NA,NA,NA,NA,NA,New building,60,,,,,,,,,,,,,,,,
Galanta,149000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,,,,,,,,,,,,,,,,
Galanta,94900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,57,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,185000,NA,NA,NA,NA,NA,NA,NA,New building,92,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,120000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,74,NA,0,none,NA,NA,1980,NA,7,5,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,259900,NA,NA,NA,NA,NA,NA,NA,New building,76,NA,0,A,NA,NA,NA,NA,NA,NA,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,114900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,NA,0,none,NA,NA,1,NA,7,4,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,139900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,NA,0,none,NA,NA,1,NA,12,5,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,84800,NA,NA,NA,NA,NA,NA,NA,Original condition,54,NA,0,B,Other,NA,NA,NA,NA,3,1,NA,NA,0,2-room apartment,2,Galanta
Galanta,94950,NA,NA,NA,NA,NA,NA,NA,Original condition,78,NA,0,none,NA,NA,1980,NA,1,NA,0,1,NA,0,2-room apartment,2,Galanta
Galanta,74900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,33,NA,0,none,NA,NA,1980,NA,1,NA,1,NA,NA,0,1-room apartment,1,Galanta
Galanta,115990,NA,NA,NA,NA,NA,NA,NA,New building,42,,,,,,,,,,,,,,,,
Galanta,175000,NA,NA,NA,NA,NA,NA,NA,New building,76,NA,0,none,NA,NA,2023,NA,1,NA,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,136900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,NA,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,190000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,121,NA,0,NA,NA,NA,NA,NA,7,5,1,NA,NA,0,4-room apartment,4,Galanta
Galanta,120000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,66,NA,1,none,NA,NA,1979,NA,6,1,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,110000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,69,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,2,NA,0,3-room apartment,3,Galanta
Galanta,115000,NA,NA,NA,NA,NA,NA,NA,Original condition,75,NA,0,NA,Panel,NA,NA,NA,NA,3,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,99300,NA,NA,NA,NA,NA,NA,NA,Original condition,NA,NA,0,NA,Other,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,117000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,73,NA,0,NA,Panel,NA,NA,NA,NA,3,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,280000,NA,NA,NA,NA,NA,NA,NA,New building,120,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,145000,NA,NA,NA,NA,NA,NA,NA,New building,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,119900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,162000,NA,NA,NA,NA,NA,NA,NA,New building,72,,,,,,,,,,,,,,,,
Galanta,93000,NA,NA,NA,NA,NA,NA,NA,Original condition,66,NA,0,none,NA,NA,NA,NA,2,1,0,1,NA,0,2-room apartment,2,Galanta
Galanta,147500,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,74,NA,0,A,NA,NA,NA,NA,12,5,1,NA,NA,0,3-room apartment,3,Galanta
Galanta,119900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,74,NA,0,NA,NA,NA,NA,NA,10,9,1,1,NA,0,3-room apartment,3,Galanta
Galanta,94999,NA,NA,NA,NA,NA,NA,NA,Original condition,NA,NA,0,NA,Brick,Southeast,NA,NA,NA,1,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,87000,NA,NA,NA,NA,NA,NA,NA,Original condition,72,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,79900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,28,NA,0,NA,Other,West,NA,NA,NA,5,1,NA,NA,0,Studio,1,Galanta
Galanta,152900,NA,NA,NA,NA,NA,NA,NA,New building,78,NA,0,NA,NA,Southeast,2022,NA,NA,1,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,136000,NA,NA,NA,NA,NA,NA,NA,New building,77,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,125000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,64,140,0,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,3-room apartment,3,Galanta
Galanta,119000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,NA,0,NA,NA,NA,NA,NA,6,4,0,NA,1,0,3-room apartment,3,Galanta
Galanta,143000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,74,NA,0,NA,Brick,NA,NA,NA,2,NA,0,NA,1,0,3-room apartment,3,Galanta
Galanta,145000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,124000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,122000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,74,NA,1,NA,NA,NA,NA,2019,7,1,1,NA,NA,0,4-room apartment,4,Galanta
Galanta,86900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,33,NA,0,NA,NA,NA,NA,NA,7,2,1,NA,NA,0,1-room apartment,1,Galanta
Galanta,119900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,74,NA,0,NA,NA,NA,NA,NA,9,9,1,1,NA,0,3-room apartment,3,Galanta
Galanta,139000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,75,NA,0,NA,NA,NA,NA,NA,5,4,1,1,NA,0,3-room apartment,3,Galanta
Galanta,148000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,78,NA,0,NA,NA,NA,NA,NA,12,5,1,1,NA,0,3-room apartment,3,Galanta
Galanta,110000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,73,NA,0,none,NA,NA,1976,2017,8,5,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,87500,NA,NA,NA,NA,NA,NA,NA,Original condition,66,NA,0,NA,Panel,NA,NA,NA,NA,2,1,NA,NA,0,2-room apartment,2,Galanta
Galanta,139000,NA,NA,NA,NA,NA,NA,NA,Original condition,74,NA,1,none,NA,NA,2008,NA,5,4,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,139000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,133371,NA,NA,NA,NA,NA,NA,NA,New building,59,,,,,,,,,,,,,,,,
Galanta,84677,NA,NA,NA,NA,NA,NA,NA,New building,39,,,,,,,,,,,,,,,,
Galanta,145000,NA,NA,NA,NA,NA,NA,NA,Original condition,NA,NA,0,NA,Other,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,157464,NA,NA,NA,NA,NA,NA,NA,New building,59,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Galanta
Galanta,134371,NA,NA,NA,NA,NA,NA,NA,Under construction,NA,NA,1,NA,NA,NA,2023,NA,3,1,0,NA,NA,0,2-room apartment,2,Galanta
Galanta,85677,NA,NA,NA,NA,NA,NA,NA,Under construction,39,,,,,,,,,,,,,,,,
Galanta,119000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,81,,,,,,,,,,,,,,,,
Galanta,120000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,72,NA,0,none,NA,NA,1985,NA,7,5,0,NA,NA,0,3-room apartment,3,Galanta
