name_nsi,price,index,environment,quality_of_living,safety,transport,services,relax,condition,area,energy_costs,provision,certificate,construction_type,orientation,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district
Semerovo,42000,NA,NA,NA,NA,NA,NA,NA,Original condition,58,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,
Semerovo,42000,NA,NA,NA,NA,NA,NA,NA,Original condition,58,NA,0,none,Brick,NA,NA,NA,2,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,107000,8,,,,,,,,,,,,,,,,,,,,,,,,
Semerovo,105000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,76,200,1,C,NA,NA,NA,NA,7,4,1,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,82000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,63,NA,0,NA,NA,NA,NA,2018,NA,2,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,102000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,76,,,,,,,,,,,,,,,,
Semerovo,129000,8,,,,,,,,,,,,,,,,,,,,,,,,
Semerovo,95000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,63,120,1,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,82000,NA,NA,NA,NA,NA,NA,NA,Original condition,63,,,,,,,,,,,,,,,,
Semerovo,74900,NA,NA,NA,NA,NA,NA,NA,Original condition,64,NA,1,NA,NA,NA,NA,NA,12,3,1,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,64900,NA,NA,NA,NA,NA,NA,NA,Original condition,57,NA,0,none,Panel,NA,NA,NA,NA,7,1,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,83000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,63,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,96500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,78,NA,0,NA,NA,NA,NA,NA,7,NA,1,NA,1,0,3-room apartment,3,Novac Za°mky
Semerovo,82900,NA,NA,NA,NA,NA,NA,NA,Original condition,62,NA,0,NA,NA,NA,NA,NA,7,2,1,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,67000,NA,NA,NA,NA,NA,NA,NA,Original condition,57,NA,0,none,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,48000,NA,NA,NA,NA,NA,NA,NA,Original condition,20,NA,0,none,NA,NA,1970,NA,7,1,0,NA,NA,0,1-room apartment,1,Novac Za°mky
Semerovo,79900,NA,NA,NA,NA,NA,NA,NA,Original condition,70,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,65500,NA,NA,NA,NA,NA,NA,NA,Original condition,58,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,109000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,73,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,68000,NA,NA,NA,NA,NA,NA,NA,Original condition,63,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,94000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,78,,,,,,,,,,,,,,,,
Semerovo,74990,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,58,NA,0,NA,NA,NA,NA,NA,7,1,1,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,88500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,59,NA,0,NA,NA,NA,NA,NA,7,7,1,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,92500,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,NA,0,none,NA,NA,1960,NA,1,1,0,NA,NA,0,4-room apartment,4,Novac Za°mky
Semerovo,85000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,81,NA,0,none,NA,NA,NA,NA,4,1,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,90459,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,64,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,81900,NA,NA,NA,NA,NA,NA,NA,Original condition,NA,NA,0,NA,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,81900,NA,NA,NA,NA,NA,NA,NA,Original condition,94,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,82900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,80,NA,0,none,NA,NA,70,NA,1,1,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,79900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,63,NA,0,NA,NA,NA,NA,NA,12,10,1,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,113000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,102,NA,0,none,NA,NA,1980,NA,1,1,0,1,NA,0,4-room apartment,4,Novac Za°mky
Semerovo,59800,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,92000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Novac Za°mky
Semerovo,84000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,65,NA,1,none,NA,NA,1900,NA,7,4,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,92500,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,NA,0,C,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Novac Za°mky
Semerovo,139000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,80,NA,0,NA,Panel,NA,NA,NA,4,1,0,NA,1,0,4-room apartment,4,Novac Za°mky
Semerovo,115000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,76,NA,0,none,Panel,NA,NA,NA,NA,2,0,2,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,75000,NA,NA,NA,NA,NA,NA,NA,Original condition,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,138000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,86,NA,0,NA,NA,NA,2006,NA,NA,2,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,120000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,86,NA,0,NA,Panel,NA,NA,NA,NA,2,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,73000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,65,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,98000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,73,NA,0,NA,Panel,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Semerovo,78000,NA,NA,NA,NA,NA,NA,NA,Original condition,63,NA,0,C,Brick,NA,1950,NA,NA,2,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Semerovo,96000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Novac Za°mky
Aurany,93000,NA,NA,NA,NA,NA,NA,NA,Original condition,67,NA,1,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Aurany,98000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,NA,1,G,NA,NA,1900,NA,3,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Aurany,69900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,36,NA,0,NA,NA,NA,NA,NA,7,6,1,NA,NA,0,1-room apartment,1,Novac Za°mky
Aurany,66409,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,40,NA,0,NA,Panel,NA,1992,NA,NA,NA,1,NA,1,0,1-room apartment,1,Novac Za°mky
Aurany,66000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,36,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Novac Za°mky
Aurany,95000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,82,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Aurany,98000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,64,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Aurany,97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Aurany,83000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,60,NA,1,G,NA,NA,1981,NA,7,7,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Aurany,68900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,36,NA,0,none,NA,NA,NA,NA,7,6,1,NA,NA,0,1-room apartment,1,Novac Za°mky
Aurany,86990,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,56,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Novac Za°mky
Diakovce,85000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,58,NA,0,NA,NA,NA,1977,NA,NA,1,0,NA,NA,0,3-room apartment,3,Novac Za°mky
Moaenok,132990,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,86,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Diakovce,129000,NA,NA,NA,NA,NA,NA,NA,New building,85,,,,,,,,,,,,,,,,
Diakovce,112000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,85,,,,,,,,,,,,,,,,
Diakovce,153000,NA,NA,NA,NA,NA,NA,NA,New building,108,,,,,,,,,,,,,,,,
Diakovce,138000,NA,NA,NA,NA,NA,NA,NA,New building,84,,,,,,,,,,,,,,,,
Diakovce,138000,NA,NA,NA,NA,NA,NA,NA,New building,84,,,,,,,,,,,,,,,,
Diakovce,153000,NA,NA,NA,NA,NA,NA,NA,New building,108,,,,,,,,,,,,,,,,
Diakovce,175000,NA,NA,NA,NA,NA,NA,NA,New building,129,NA,0,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,4-room apartment,4,a†aƒæa
Selice,43500,NA,NA,NA,NA,NA,NA,NA,Original condition,79,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,39900,NA,NA,NA,NA,NA,NA,NA,Original condition,79,NA,1,none,NA,NA,1900,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,63000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,NA,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,39900,NA,NA,NA,NA,NA,NA,NA,Original condition,NA,NA,0,none,Panel,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,112000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,64,NA,0,C,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,104900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,64,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,132900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,83,NA,0,C,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,105000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,63,NA,1,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,63,230,1,B,NA,NA,NA,NA,7,5,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,95000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,61,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,95000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,61,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,69900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,32,NA,0,C,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,a†aƒæa
Selice,94900,NA,NA,NA,NA,NA,NA,NA,Original condition,64,NA,0,NA,NA,NA,NA,NA,NA,7,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,137900,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,73,NA,0,none,NA,NA,1,NA,5,2,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,125000,NA,NA,NA,NA,NA,NA,NA,New building,67,,,,,,,,,,,,,,,,
Selice,133000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,83,NA,1,NA,NA,NA,1974,NA,7,4,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,108500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,79,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,3-room apartment,3,a†aƒæa
Selice,74500,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,37,NA,1,NA,NA,NA,NA,2023,7,4,0,NA,NA,0,1-room apartment,1,a†aƒæa
Selice,98000,NA,NA,NA,NA,NA,NA,NA,Original condition,84,NA,1,B,NA,NA,NA,NA,7,6,1,NA,NA,0,4-room apartment,4,a†aƒæa
Selice,110000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,75,NA,1,B,NA,NA,NA,NA,12,4,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,63,NA,1,B,NA,NA,NA,NA,4,4,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,72000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,36,130,1,B,NA,NA,NA,NA,7,7,0,NA,NA,0,1-room apartment,1,a†aƒæa
Selice,113000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,54,NA,1,NA,NA,NA,NA,2023,4,3,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,58,NA,1,B,NA,NA,NA,NA,NA,NA,0,1,NA,0,2-room apartment,2,a†aƒæa
Selice,72000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,32,NA,1,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,a†aƒæa
Selice,89000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,54,NA,0,NA,NA,NA,NA,NA,3,3,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,105000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,78,NA,1,NA,NA,NA,NA,NA,7,5,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,95000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,63,NA,1,B,NA,NA,NA,NA,NA,NA,0,NA,1,0,3-room apartment,3,a†aƒæa
Selice,83000,NA,NA,NA,NA,NA,NA,NA,Original condition,63,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,113000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,250,1,B,NA,NA,NA,2016,7,7,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,153000,NA,NA,NA,NA,NA,NA,NA,New building,108,,,,,,,,,,,,,,,,
Selice,138000,NA,NA,NA,NA,NA,NA,NA,New building,84,,,,,,,,,,,,,,,,
Selice,110000,NA,NA,NA,NA,NA,NA,NA,New building,49,110,0,NA,Panel,NA,NA,NA,5,4,1,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,98000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,58,126,1,none,NA,NA,1988,NA,2,2,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,107000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,67,NA,0,none,NA,NA,1970,NA,5,3,0,1,NA,0,3-room apartment,3,a†aƒæa
Selice,114900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,65,,,,,,,,,,,,,,,,
Selice,67000,NA,NA,NA,NA,NA,NA,NA,Original condition,65,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,107000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,NA,0,none,NA,NA,1,NA,7,7,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,97500,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,84,NA,0,none,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,94900,NA,NA,NA,NA,NA,NA,NA,Original condition,70,NA,0,B,NA,NA,1983,NA,NA,7,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,125000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,74,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,98000,NA,NA,NA,NA,NA,NA,NA,Original condition,85,NA,0,NA,NA,NA,NA,NA,7,6,1,1,NA,0,4-room apartment,4,a†aƒæa
Selice,105700,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,76,NA,0,NA,NA,NA,NA,NA,NA,3,0,1,NA,0,3-room apartment,3,a†aƒæa
Selice,149700,NA,NA,NA,NA,NA,NA,NA,New building,73,NA,0,A,NA,NA,2023,NA,1,1,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,104000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,62,170,0,NA,Panel,NA,NA,NA,6,6,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,93000,NA,NA,NA,NA,NA,NA,NA,Original condition,74,NA,0,NA,Other,NA,NA,NA,NA,4,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,58,150,1,NA,NA,NA,1965,NA,2,2,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,92000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,53,105,1,B,NA,NA,1968,2016,4,3,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,105990,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,75,,,,,,,,,,,,,,,,
Selice,119900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,83,NA,0,NA,NA,NA,NA,NA,8,4,1,1,NA,0,3-room apartment,3,a†aƒæa
Selice,153000,NA,NA,NA,NA,NA,NA,NA,New building,108,,,,,,,,,,,,,,,,
Selice,138000,NA,NA,NA,NA,NA,NA,NA,New building,138000,NA,0,NA,NA,NA,2023,NA,NA,1,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,119900,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,74,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,85000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,64,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,107000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,70,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,129000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,83,NA,0,none,NA,NA,1,NA,7,7,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,123950,NA,NA,NA,NA,NA,NA,NA,New building,95,NA,0,A,NA,NA,NA,NA,5,2,1,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,134990,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,83,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,95600,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,49,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,0,2-room apartment,2,a†aƒæa
Selice,54000,NA,NA,NA,NA,NA,NA,NA,Original condition,19,NA,0,NA,Other,NA,NA,NA,NA,NA,1,NA,NA,0,Studio,1,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Original condition,85,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,a†aƒæa
Selice,84900,NA,NA,NA,NA,NA,NA,NA,Original condition,68,NA,0,none,NA,NA,1965,NA,7,3,1,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,105000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,83,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,63000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,20,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,Studio,1,a†aƒæa
Selice,94000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,56,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,120000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,83,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,a†aƒæa
Selice,95000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,61,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,98000,NA,NA,NA,NA,NA,NA,NA,Original condition,85,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,105000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,83,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,63000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,20,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,Studio,1,a†aƒæa
Selice,108000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,64,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,75000,NA,NA,NA,NA,NA,NA,NA,Original condition,62,NA,0,NA,NA,NA,NA,NA,7,3,1,NA,1,0,3-room apartment,3,a†aƒæa
Selice,99000,NA,NA,NA,NA,NA,NA,NA,Original condition,85,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,a†aƒæa
Selice,114000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,NA,NA,0,none,Panel,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,92000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,49,NA,0,none,Panel,NA,NA,NA,NA,3,0,NA,NA,0,2-room apartment,2,a†aƒæa
Selice,630000,NA,NA,NA,NA,NA,NA,NA,Partial reconstruction,600,NA,0,NA,NA,NA,1959,2010,NA,3,0,NA,NA,0,3-room apartment,3,a†aƒæa
Selice,85000,NA,NA,NA,NA,NA,NA,NA,Original condition,58,NA,0,none,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,a†aƒæa
Tea°eda≠kovo,82000,NA,NA,NA,NA,NA,NA,NA,New building,60,NA,0,none,NA,NA,2023,NA,1,NA,0,NA,NA,0,3-room apartment,3,a†aƒæa
Banka,92000,NA,NA,NA,NA,NA,NA,NA,New building,37,,,,,,,,,,,,,,,,
Banka,248400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,80000,NA,NA,NA,NA,NA,NA,NA,New building,29,,,,,,,,,,,,,,,,
Banka,380000,NA,NA,NA,NA,NA,NA,NA,New building,80,NA,0,B,NA,West,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Piea°a•any
Banka,163500,NA,NA,NA,NA,NA,NA,NA,New building,74,NA,0,A,NA,West,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Piea°a•any
Banka,123500,NA,NA,NA,NA,NA,NA,NA,New building,55,NA,0,A,NA,East,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Piea°a•any
Banka,145000,NA,NA,NA,NA,NA,NA,NA,New building,46,NA,0,A,NA,NA,2023,NA,NA,2,1,NA,NA,0,1-room apartment,1,Piea°a•any
Banka,204400,NA,NA,NA,NA,NA,NA,NA,New building,86,,,,,,,,,,,,,,,,
Banka,127000,NA,NA,NA,NA,NA,NA,NA,New building,37,NA,0,A,NA,NA,2021,NA,5,3,0,NA,NA,0,1-room apartment,1,Piea°a•any
Banka,123000,NA,NA,NA,NA,NA,NA,NA,Complete reconstruction,75,,,,,,,,,,,,,,,,
Banka,145000,NA,NA,NA,NA,NA,NA,NA,New building,70,NA,0,NA,NA,NA,2022,NA,NA,NA,0,1,NA,0,3-room apartment,3,Piea°a•any
Banka,145000,NA,NA,NA,NA,NA,NA,NA,New building,75,NA,0,NA,Cube,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Piea°a•any
Banka,249900,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,277900,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,259800,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,248400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,148350,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,253400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,260300,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,258800,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,249400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,249400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,248800,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,249900,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,278400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,253400,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,277900,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,252300,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,248800,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,252500,7,,,,,,,,,,,,,,,,,,,,,,,,
Banka,123500,NA,NA,NA,NA,NA,NA,NA,New building,46,,,,,,,,,,,,,,,,
Banka,273600,NA,NA,NA,NA,NA,NA,NA,New building,114,,,,,,,,,,,,,,,,
Banka,273600,NA,NA,NA,NA,NA,NA,NA,New building,114,,,,,,,,,,,,,,,,
Banka,163500,NA,NA,NA,NA,NA,NA,NA,New building,64,,,,,,,,,,,,,,,,
Banka,123500,NA,NA,NA,NA,NA,NA,NA,New building,46,,,,,,,,,,,,,,,,
Banka,163500,NA,NA,NA,NA,NA,NA,NA,New building,64,,,,,,,,,,,,,,,,
